id,name,country_id,year_began,year_ended,notes,url
6624,Thinkblots Publishing,36,1994,1994,Coquitlam B.C. publisher.,NULL
6625,N.B.J. Publications,99,1991,1994,NULL,NULL
6626,Killjoy Press,225,1997,1997,Self-publishing imprint of Steve Matuszak.,NULL
6627,Comicdom Press,86,2008,NULL,Non-profit publisher of comics by Greek creators.,http://comicdom-press.gr/
6628,Pride Comics,225,2006,NULL,NULL,http://www.pridecomics.com/
6629,Tarescent Synductions,225,1993,1994,NULL,NULL
6630,-Ism Studios,225,1994,1994,Chicago IL publisher.,NULL
6631,Comedy Central,225,2006,2006,NULL,http://www.comedycentral.com/
6632,Willyprods/Small Time Ink Ltd,75,1987,1989,NULL,NULL
6633,Monolith Graphix,36,1994,1995,Chatham Ontario publisher.,NULL
6634,Pukka Comics,36,1993,1993,Kitchener Ontario publisher.,NULL
6635,Lunar Comics,225,1994,1994,NULL,NULL
6636,Phantom Comics,225,1994,1994,Minneapolis MN publisher.,NULL
6637,3D Video Corporation,225,1982,1983,Dates are of only known comic publications.,NULL
6638,1stBooks Library,225,2004,2004,1stBooks Library is a print-on-demand publisher,http://www.authorhouse.com/
6639,Jippi Forlag; No Comprendo Press,160,NULL,NULL,NULL,NULL
6640,Dongery Forlag; Jippi Forlag; No Comprendo Press,160,NULL,NULL,NULL,NULL
6641,Alliance Comics,225,1994,1994,NULL,NULL
6642,Gryphon Rampant,225,1994,1995,Orangevale CA publisher.,NULL
6643,Invincible Studios,225,1994,1995,San Diego CA publisher.,NULL
6644,Prawn Song Press,225,1994,1994,NULL,NULL
6645,Scarecrow Comics,225,1994,1994,Secherville IN publisher.,NULL
6646,Triad Publishing,225,1994,1994,Redondo Beach CA publisher.,NULL
6647,Village Graphics,225,1994,1994,Brookline MA publisher.,NULL
6648,Zolton Comics Group,225,1994,1994,NULL,NULL
6649,AAGER Comics,225,1994,1994,Mukilteo WA publisher.,NULL
6650,AmF Comics,225,1994,1994,NULL,NULL
6651,Unleashed Comics,225,1994,1994,Las Vegas NV publisher.,NULL
6652,David G. Brown Studios,225,1994,1994,Los Angeles CA publisher.,NULL
6653,Capstone Publishers,225,1991,9999,NULL,http://www.capstonepub.com/default.aspx
6655,Icon Creations,225,1994,1994,NULL,NULL
6656,Invictus Studios,225,1994,1994,Placentia CA publisher.,NULL
6657,Jet-Black Grafiks,225,1994,1996,Oakland CA published.,NULL
6658,Mansion Comics,225,1994,1995,Minneapolis MN publisher.,NULL
6659,Odyssey Publications,225,1994,1994,NULL,NULL
6660,Paranoid Press,225,1994,1994,NULL,NULL
6661,Kontekst,159,1980,1982,NULL,NULL
6662,Rocketship Comics,225,1994,1995,Houston TX publisher.,NULL
6663,Wonder Comix,225,1987,1995,Seattle WA publisher.,NULL
6664,Chaos City Comics,75,1993,1993,St. Albans Herts. publisher.,NULL
6665,Delusion Publications,225,1994,1994,Hattiesburg MS publisher.,NULL
6666,Head's Up Productions,225,1994,1994,NULL,NULL
6667,Hot Comics,225,1994,1994,Paulsboro NJ publisher.,NULL
6668,Lost Cause Comics,225,1994,1994,Solicited first comic in the same month as Lost Cause Productions but separate unrelated company.,NULL
6669,Ryal Comics,225,1994,1994,NULL,NULL
6670,Stone Age,225,1994,1994,NULL,NULL
6671,Young Gun Comics,225,1994,1994,NULL,NULL
6672,Kjell Klausen (eget forlag),160,NULL,NULL,NULL,NULL
6673,CBG Comics,225,2007,NULL,San Francisco CA publisher,http://www.sosuperduper.com/
6674,Luna Press,225,NULL,NULL,New York NY publisher.,NULL
6675,Arnauld de Vresse,72,1853,1870,En janvier 1853 Arnauld de Vresse reprend le fonds d’illustrations et d’albums d’Aubert http://www.comics.org/changeset/2650433/edit/ (il restera actif comme libraire-éditeur jusqu’en 1870) et rééditera sous son nom Comment on étudie la médecine… tout comme les deux albums de Gustave Doré : Trois Artistes incompris et mécontents leur voyage en province et ailleurs leur faim dévorante et leur déplorable fin 1851 et Dés-Agréments d’un voyage d’agrément 1851.,NULL
6676,Picture Craft Corp.,225,1972,1975,Dates are for only known comics publication.,NULL
6677,Real Free Press,159,1968,1980,Oude Niewstraat 10; Amsterdam; Netherlandshttp://www.thelooniverse.com/strips/realfreepress/realfreepress.html,NULL
6678,Casa Editorial Buigas,65,1917,1981,Fundador / Propietario:  	Joaquín BuigasSede: 	c/ Universidad  BARCELONA (ESPAÑA)Sello editorial de los productos ligados al mítico primer tebeo TBO Como sello editor nace ligado al taller litográfico de Arturo Suárez (de ahí la fecha de fundación tomada de los estudios de Antonio Martín) y obtuvo respaldo del escritor Joaquín Arqués que actuó como empleado literario del litógrafo.En 1936 hubo un intento de coeditar un lanzamiento con otro sello en este caso Bauzá (Cuento infantil TBO); tras la guerra se constituyó la empresa editora de TBO más conocida integrada por los editores Buigas Estivill y Viña.Source: http://www.tebeosfera.com/entidades/casa_editorial_buigas.html,NULL
6679,BLT Studios,225,1994,1994,Park Ridge IL publisher.,NULL
6680,Blue Comics,225,1994,1994,New York NY publisher.,NULL
6681,Paul Salscheider,225,1993,1993,Novato CA self-publisher.,NULL
6682,Electric Milk Comics,225,1994,1995,Chicago IL publisher.,NULL
6683,Hobo,225,1995,1995,NULL,NULL
6684,Hog Leg Comics,225,1995,1995,Henderson TN publisher.,NULL
6685,Mark Tompkins,225,1994,1997,NULL,NULL
6686,Mint Comics,36,1994,1994,NULL,NULL
6687,Xero Comics,225,1994,1995,Greenbrae CA publisher.,NULL
6688,Zion,225,1994,1994,NULL,NULL
6689,Comic Art Publishing,225,1977,1978,Concord CA publisher.,NULL
6690,Coca-Cola,225,1954,1954,NULL,NULL
6691,[unknown US publisher],225,NULL,NULL,NULL,NULL
6692,Reyez-Zart Studio,225,1994,1994,NULL,NULL
6693,Artery Entertainment,225,1994,1994,New York NY publisher.,NULL
6694,Believe in Yourself Publications,225,1994,1995,Southgate MI publisher.,NULL
6695,Blue Masque Studios,225,1995,1995,Sicklerville NJ publisher.,NULL
6696,Delta Comics Publishing,225,1994,1997,Jackson MS publisher.,NULL
6697,Dramenon Studios,225,1994,1995,Baton Rouge LA publisher.,NULL
6698,Mad Science Media,225,2002,NULL,NULL,http://www.comiculture.com/
6699,Keystone Graphics,225,1994,1995,NULL,NULL
6700,Traitors Gait,75,1998,1998,NULL,NULL
6701,Multicultural Comics,225,1994,1994,NULL,NULL
6702,Santa Fe Graphics,225,1994,1994,NULL,NULL
6703,Black Tiger Press,225,1994,1995,NULL,NULL
6704,Bridge World Comics,225,1995,1995,NULL,NULL
6705,Mortco,225,NULL,NULL,NULL,NULL
6706,Kamase Publications,225,1995,1996,Franklin Square NY publisher.,NULL
6707,Escape Comics,225,1994,1994,NULL,NULL
6708,Kick Ass Comics,225,1994,1995,Erie PA publisher.,NULL
6709,Mortified Press,225,1994,1994,NULL,NULL
6710,Titus Press,225,1994,1995,Houston TX publisher.,NULL
6711,Tempest,225,1994,1994,NULL,NULL
6712,Accent! Press,225,1995,1996,Los Angeles CA publisher.,NULL
6713,Ascension,225,1995,1995,NULL,NULL
6714,Inferno Studios,225,1995,1995,NULL,NULL
6715,Big Shot Comics,225,1995,1995,Athens GA publisher.,NULL
6716,Twisted Pearl Press,225,1995,1995,NULL,NULL
6717,Original Syndicate Press,225,1994,1994,Los Angeles CA publisher.,NULL
6718,Thwak Publications,225,1998,2003,NULL,http://www.themadstore.com/thwak.htm
6719,Velvet touch,225,1992,NULL,NULL,NULL
6720,The Anundsen Publishing Co.,225,NULL,NULL,The Anundsen Publishing Co Decorah Iowa,NULL
6721,Elm Tree Books,75,NULL,NULL,Subsiduary of Hamish Hamilton but long since swallowed by Penguin Books.,NULL
6722,Helm Εκδόσεις,86,2006,NULL,Greek publisher of comics and literature focused on fantasy and mythology.,http://helmonline.gr/
6723,Ink Publishing,225,1986,1988,Tucson AZ publisher.,NULL
6724,Andromeda Comics,225,1995,1995,NULL,NULL
6725,Argo Press [1990s],225,1995,1997,Englewood Cliffs NJ publisher.,NULL
6726,Battleline Comics,225,1995,1995,NULL,NULL
6727,Deadwood Press,225,1995,1995,Cranford NJ publisher.,NULL
6728,Desiderata,29,2003,NULL,Sold to Ediouro Publishing Company at the end of 2007,http://www.editoradesiderata.com.br
6729,Merluche Comics,72,2009,NULL,NULL,http://www.merluche.com/
6730,Fastlane Studios,225,1995,1996,NULL,NULL
6731,Ichor Studios,225,1995,1995,NULL,NULL
6732,Imp Press,225,1995,1995,NULL,NULL
6733,Out of the Cellar,225,1994,1995,NULL,NULL
6734,Phoenix Press,225,1995,1995,NULL,NULL
6735,Poc-It Comics,225,1995,1995,NULL,NULL
6736,Dark Moon Productions,225,1995,1998,NULL,NULL
6737,Dynasty Comics,225,1994,1995,NULL,NULL
6738,Eyescream Graphix,225,1995,1995,San Juan Capistrano CA publisher.,NULL
6739,Legacy of Death Productions,225,1994,1995,Buffalo NY publisher.,NULL
6740,Lunar Tick,225,1995,1995,NULL,NULL
6741,Nightscapes,225,1995,1995,Allen TX publisher.,NULL
6742,Photographics,36,1995,1995,Toronto Ontario publisher.,NULL
6743,Spacegirl Comics,225,1995,1996,NULL,NULL
6744,Circle Studios,225,1995,1995,NULL,NULL
6745,Crimson Studios,225,1994,1994,NULL,NULL
6746,Lourdmic,225,1995,1995,NULL,NULL
6747,Mango Press,225,1994,1994,NULL,NULL
6748,Mars Media Group,225,1995,1995,Oak Forest IL publisher.,NULL
6749,Morbid Graphics,225,1995,1995,Los Angeles CA publisher.,NULL
6750,Nightwolf Graphics,225,1995,1995,San Angelo TX publisher.,NULL
6752,Treasure Comics,225,1995,1995,NULL,NULL
6753,Work 'Til You're Dead Graphics,225,1995,1995,NULL,NULL
6754,Anka-Mu Comics,225,1994,1994,NULL,NULL
6755,Art Comics,225,1995,1995,Arlington VA publisher.,NULL
6756,Chester Comix,225,2003,NULL,NULL,http://www.chestercomix.com/
6757,Colonial Williamsburg Foundation,225,1999,NULL,NULL,http://www.history.org/foundation/
6758,Cha Cha Comics,225,1990,1993,NULL,NULL
6760,Dečje novine,239,1957,1992,Dečje novine (Children's newspaper) was a publishing house based in Gornji Milanovac in the former Yugoslavia. The biggest publisher of comic books in the country it also published books magazines and sticker albums. It collapsed in the early 1990s.,NULL
6761,Four Cats Funny Books,225,1995,1995,Tucson AZ publisher.,NULL
6762,K-Blamm Comics,225,1995,1995,NULL,NULL
6763,Med Systems,225,1995,1997,Flushing NY publisher.,NULL
6764,Meteor Comics,14,1995,1995,Bayswater North Vic. publisher,NULL
6765,Pinoccio Revival Centre,159,1995,1995,NULL,NULL
6766,Powerhouse Graphics,225,1995,1995,NULL,NULL
6768,Azure Press,225,1995,2013,From Azure Press website - it was incorporated in 1995 and went on hiatus returning in 2010.There are no publications later than 2013 shown.,http://azure-press.com/
6769,Dead Air Graphics,225,1995,1995,NULL,NULL
6770,Legacy,225,1995,1995,NULL,NULL
6771,Magi Studios,225,1995,1997,Garden City MI publisher.,NULL
6772,Master's Way Comics,225,1995,1995,NULL,NULL
6773,Red Hand Press,225,1995,1995,NULL,NULL
6774,Silk Purrs Press,225,1995,1995,NULL,NULL
6775,Visionary Publications,225,1995,1996,NULL,NULL
6776,World of Monkey Productions,225,1995,1995,Prairie du Chien WI publisher.,NULL
6777,Bonafide Productions,225,1995,1995,NULL,NULL
6778,Cremo Studios,225,1995,1995,NULL,NULL
6779,Daikaiju Enterprises,225,1995,1996,NULL,NULL
6780,Domain Publishing,225,1995,1995,NULL,NULL
6781,Freak Pit Productions,225,1995,1995,NULL,NULL
6782,Eyes Only Comics,225,1995,1996,Oakland IL publisher.,NULL
6783,Helm Comics,225,1995,1995,NULL,NULL
6784,Hot Brazen Comics,36,1995,1995,Toronto Ont. publisher.,NULL
6785,Illiterature Press,225,1995,1996,NULL,NULL
6786,Midnight Press,225,1995,1995,NULL,NULL
6787,Streamline,225,1995,1995,NULL,NULL
6788,Third Coming Comics,225,1994,1994,Gary IN publisher.,NULL
6789,Ally Winsor Productions,225,1995,1996,Fullerton CA publisher.,NULL
6790,Scattered Comics,225,1995,2003,Antioch CA publisher.,NULL
6791,Fat Jar,225,1995,1995,NULL,NULL
6792,Mindwalker,225,1995,1995,NULL,NULL
6793,James Pyman,75,1994,1996,NULL,NULL
6794,Noir Press,225,1996,1996,NULL,NULL
6795,Oktober Black Press,225,1995,1995,NULL,NULL
6796,La Cinquième Couche,20,1993,NULL,NULL,http://www.5c.be/
6797,Estrela,29,1937,NULL,NULL,NULL
6799,Sonday Funnies,225,1974,1975,Craig Yoe's Akron OH publisher.,NULL
6800,Adeola Publications,225,1996,1996,Moriches NY publisher.,NULL
6801,Blitz Weasel,225,1995,1998,NULL,NULL
6802,Centaur Comics,225,1995,1995,NULL,NULL
6803,Drat 'n' Blast Books,75,1995,1997,Bristol publisher.,NULL
6804,Factory 12,225,1995,1996,NULL,NULL
6805,Fosbert Maxwell Publishing,225,1995,1995,La Crosse WI publisher.,NULL
6806,Raw Books / Gates of Heck,225,1995,1995,NULL,NULL
6807,Moe Press,225,1995,1995,Las Vegas NV publisher.,NULL
6808,NCCA Comics,225,1995,1995,Duncanville TX publisher.,NULL
6809,Ollie Ollie! Oxen Free Press,225,1995,1998,Pittsburgh PA publisher.,NULL
6810,Darkside Comics,225,1995,1996,Vine Grove KY publisher.,NULL
6811,Diversity Comics,225,1995,1996,NULL,NULL
6812,Re-Imagining Comic Art,225,1995,1995,Redwood City CA publisher.,NULL
6813,Acid Ram Press,225,1995,1995,NULL,NULL
6814,The Comix Company,36,2008,NULL,Self-publishing for Vancouver British Columbia Canada-based cartoonist Dexter Cockburn,http://thecomixcompany.ecrater.com/
6815,Black Lobster Studios,225,1994,1994,Raleigh NC publisher.,NULL
6816,Dimm,225,1995,1995,NULL,NULL
6817,Nailer,225,1995,1995,NULL,NULL
6818,Empyre,225,1995,1995,NULL,NULL
6819,Rockin' T Productions,225,1995,1995,NULL,NULL
6820,Second Factory Comics,225,1995,1995,NULL,NULL
6821,Sheet Happies Press,225,1995,1997,South Attleboro MA publisher.,NULL
6822,Skidmark Press,225,1995,1995,Cambridge MA publisher.,NULL
6823,Underground,225,1995,1995,NULL,NULL
6824,Abiss Comix,225,1996,1997,NULL,NULL
6825,Ahh Muskie!! Press,225,1996,1996,NULL,NULL
6826,All the Rage Comics,225,1995,1996,New York NY publisher.,NULL
6827,Epoch Publications,225,1995,1995,Chicago IL publisher.,NULL
6828,Eyeball Soup Designs,190,1996,1996,NULL,NULL
6829,Fantasy Flight,225,1995,1996,NULL,NULL
6830,Apeshot Studios Press,225,1995,1995,Houston TX publisher.,NULL
6831,Indo City Productions,225,1996,1996,NULL,NULL
6832,Krankin' Komix,225,1995,1997,Berkeley CA publisher.,NULL
6833,Laughing Reindeer,225,1996,1996,NULL,NULL
6834,North Coast Studios,225,1995,1995,NULL,NULL
6835,Primal Groove Press,225,1996,1996,NULL,NULL
6836,Jake Comics,225,1996,1996,Royal Oak MI publisher.,NULL
6837,Visionary Press,225,1996,1996,NULL,NULL
6838,Murdock Productions,225,1995,1995,NULL,NULL
6839,Outsiders Group,225,1995,1995,NULL,NULL
6840,Studio Comics,225,1995,1995,NULL,NULL
6841,5th Panel Comics,225,1995,1995,NULL,NULL
6842,El Salto Comics,225,1993,1996,San Jose CA publisher.,NULL
6843,JGM Comics,225,1996,1997,NULL,NULL
6844,MagiComics,225,1995,1996,NULL,NULL
6845,Para-Troop,225,1996,1996,San Diego CA publisher.,NULL
6846,Totally Stumped,36,1995,1995,Edmonton publisher.,NULL
6847,Waste L.A.,225,1996,1996,NULL,NULL
6848,Surprising Comics,225,2010,NULL,Small press indy out of Phoenix Arizona.,http://www.surprisingcomics.com/
6849,All-Jonh Comics,36,1995,1996,Vancouver publisher.,NULL
6850,Cobra Graphics,225,1996,1996,NULL,NULL
6851,Dark's Art Parlour Publications,225,1995,1995,Santa Ana publisher.,NULL
6852,Epitaph,225,1996,1996,NULL,NULL
6853,Labyrinth Studios,225,1996,1996,NULL,NULL
6854,Mega Comics,225,1995,1995,NULL,NULL
6855,Meridian,14,1996,1996,NULL,NULL
6856,RAE Comic Company,75,1995,1996,NULL,NULL
6857,Mother of Pearl,225,1980,1980,NULL,NULL
6858,Andrion Books,225,1987,1987,NULL,NULL
6859,Grove Press,225,1951,NULL,NULL,NULL
6860,Éditions Michel Deligne,20,1971,1985,NULL,NULL
6861,Alyson Publications,225,1992,1992,Boston MA publisher.,NULL
6862,Frankfurter Allgemeine,54,1949,NULL,NULL,http://www.faz.net
6863,NAL Penguin Inc.,225,1987,NULL,US publisher name for New American Library after it was acquired by the UK company Penguin Books in 1987.,NULL
6864,Norges Bondelag,160,NULL,NULL,NULL,NULL
6865,Jay S. Naylor,225,2009,2009,Publisher Address: 3130 Bloomington Ave. Minneapolis MN 55407.,NULL
6866,Μαμούθ Comix,86,1980,NULL,NULL,http://www.mamouthcomix.gr/
6867,Κέδρος,86,1954,NULL,NULL,http://www.kedros.gr/
6868,Miklo,20,NULL,NULL,NULL,NULL
6869,Presse Import Léo Brunelle Inc,36,1978,NULL,St. Laurent Quebec publisher.,NULL
6870,Hamlyn,75,1968,1997,NULL,NULL
6871,Ariel Books,225,1979,1979,New York City NY publisher.,NULL
6872,Breling Verlag,54,1984,2002,NULL,NULL
6873,Mainspring Comics,225,2004,2004,New Providence NJ publisher.,NULL
6874,Transtar Pacific,169,1987,1988,Tahiti Papeete publisher.,NULL
6875,Rijperman / Drukwerk,159,1982,1985,NULL,NULL
6876,Northern Comfort Communications,36,1975,1975,Smithers B.C. publisher.,NULL
6877,Pig Iron Press,225,1980,NULL,Youngstown OH publisher.,NULL
6878,JNK,54,NULL,NULL,NULL,NULL
6879,Truth,225,2000,2000,Los Angeles CA publisher.,NULL
6880,HK Comics,92,2003,2006,NULL,NULL
6881,H. & A. Selmer Inc.,225,1958,1958,H & A Selmer was a manufacturer of musical band instruments.  They produced at least one promotional comic to help advertise their merchandise.,NULL
6882,Rowman & Littlefield,225,1949,NULL,Lanham MD publisher.,NULL
6884,Baby Shark Productions,225,2005,2005,NULL,NULL
6885,Editorial Nueva Frontera,65,1977,NULL,Madrid publisher.,NULL
6886,Tony Caputo Studios,225,1984,NULL,NULL,NULL
6887,Fox Atomic Comics,225,2006,2009,See also IDW and Boom! for other titles published under the Fox Atomic brand.,NULL
6888,Underwood Books,225,NULL,NULL,Address:PO Box 1919Nevada City CA 95959,http://www.underwoodbooks.com
6889,Big Dog Ink,225,2009,2014,At the end of 2014 Big Dog Ink ceased as an independent publisher but they continued to create comics in 2015 as an imprint of Aspen.,http://www.bigdogink.com/
6890,Earth Fare Inc,225,2010,NULL,NULL,NULL
6891,Tom Kalb,225,2009,NULL,Self-publisher.,NULL
6892,Scorpion Productions Inc.,225,1999,1999,NULL,NULL
6893,Finix,54,2008,NULL,NULL,http://www.finix-comics.de/
6894,Alligator Farm,54,2006,NULL,NULL,http://www.alligatorfarm.de
6895,Sheed & Ward,225,1926,2002,In 1973 Sheed & Ward was acquired by United Press Syndicate and became its book publishing arm as Sheed Andrews and McMeel.  Around 1987 Sheed & Ward was spun off and sold to Theological Book Services before becoming an imprint of Rowman & Littlefield Publishers in 2002.,NULL
6896,Rosdon Books Inc.,225,1946,1946,NULL,NULL
6897,Raintree One,225,1974,1974,NULL,NULL
6898,Komics Dreamarts,225,1999,1999,Original Korean Publishing Company:   Haksan Publishing Seoul Korea,NULL
6899,Landfield-Kupfer Printing Co.,225,1918,1920,Chicago IL publisher,NULL
6900,Esstess-Forlaget,160,NULL,NULL,NULL,http://www.esstess.no/index.htm
6901,Angry Viking Entertainment,225,2006,NULL,Indicia publisher and/or brand may be Angry Viking Press.,http://angryvikingpress.com/
6902,Martin Lövgren,189,2010,NULL,NULL,NULL
6903,The Wellfleet Press,225,NULL,NULL,The Wellfleet PressA division of Book Sales Inc.110 Enterprise AvenueSecaucus NJ 07094,NULL
6904,Howard Johnson's,225,1968,1968,NULL,NULL
6905,Organic Comix,72,1989,NULL,NULL,http://organic.comix.pagesperso-orange.fr/index.html
6906,David Miller Studios,225,2010,NULL,According to David Miller (through an e-mail to Gregory Fischer on August 22 2010) the company has been around since 2002 but published under other imprints. The first printed work as a publisher is in 2010.,http://mysite.verizon.net/vze80er1/davidmillerstudios/
6907,GG Studio,106,2004,NULL,This Italian comics and visual arts studio has been in existence since 2004 providing art and other services to the comic book video games and advertising industries.  I'm not sure when they began publishing their own work for distribution in Italy but they began their American comic book line (published in Italy in English for distribution in North America via Diamond) in 2010.,http://www.ggstudiodesign.com
6908,Hoenderopse Algemene Tijdschriften Exploitatie,159,1919,NULL,NULL,NULL
6909,van Ditmar,159,1952,1965,NULL,NULL
6910,Éditions Albert René,72,1979,2008,In December 2008 Hachette acquired a 60% stake.,http://editions-albert-rene.com
6911,Orbita,173,1988,1992,"Full name: ""Orbita Sp. z o.o."" that stabd for "" Orbita Ltd""",NULL
6912,Drop Comics,159,2010,2011,NULL,http://www.dropcomics.nl/
6913,Blutshop,54,1982,1985,NULL,NULL
6914,Eisenfresser,54,1986,2001,NULL,NULL
6915,Denoël,72,1930,NULL,NULL,http://www.denoel.fr/Denoel/
6916,NERI,72,1986,1986,Nouvelles Editions et Revues Internationales 11 rue Chanez 75016 Paris,NULL
6917,Hachette,72,1826,NULL,NULL,http://www.hachette.com/
6918,Editions Bretécher,72,1975,NULL,NULL,http://www.clairebretecher.com/
6919,Illu Press,54,1974,1978,NULL,NULL
6920,Ελληνικά Γράμματα,86,1957,2010,General book publisher who has also published some comics. Since March 2007 a part of Lambrakis Press S.A. (Δημοσιογραφικός Οργανισμός Λαμπράκη). Ceased operations in September 2010.,http://www.ellinikagrammata.gr/
